Word,Count
gnat,1
round,1
prickd,1
lazy,1
chariot,1
hazelnut,1
joiner,1
squirrel,1
grub,1
coachmakers,1
curtsies,1
lawyers,1
fees,1
angry,1
blisters,1
plagues,1
breaths,1
sweetmeats,1
tainted,1
smelling,1
tithepigs,1
tail,1
tickling,1
parsons,1
benefice,1
driveth,1
cutting,1
foreign,1
throats,1
breaches,1
ambuscados,1
spanish,1
blades,1
healths,1
fathom,1
drums,1
frighted,1
swears,1
plats,1
manes,1
bakes,1
elflocks,1
sluttish,1
hairs,1
untangled,1
misfortune,1
bodes,1
hag,1
backs,1
learns,1
carriage,1
talkst,1
idle,1
begot,1
fantasy,1
thin,1
wooes,1
frozen,1
north,1
angerd,1
puffs,1
dewdropping,1
south,1
ourselves,1
misgives,1
consequence,1
hanging,1
revels,1
expire,1
steerage,1
direct,1
drum,1
waiting,1
shift,1
scrape,1
unwashd,1
joinstools,1
courtcupboard,1
plate,1
marchpane,1
porter,1
grindstone,1
nell,1
antony,1
looked,1
boys,1
brisk,1
liver,1
gentlewomen,1
toes,1
unplagud,1
bout,1
mistresses,1
dainty,1
whispering,1
girls,1
knaves,1
tables,1
unlookdfor,1
byr,1
nuptial,1
lucentio,1
pentecost,1
maskd,1
elder,1
ward,1
enrich,1
jewel,1
ethiops,1
snowy,1
trooping,1
crows,1
touching,1
forswear,1
coverd,1
fleer,1
stock,1
kin,1
portly,1
wellgovernd,1
disparagement,1
frowns,1
semblance,1
fits,1
endurd,1
goodman,1
cockahoop,1
trick,1
scathe,1
heartsyou,1
princox,1
ormore,1
lightfor,1
wilful,1
meeting,1
intrusion,1
convert,1
profane,1
unworthiest,1
shrine,1
blushing,1
mannerly,1
kissing,1
trespass,1
sweetly,1
bachelor,1
chinks,1
unrest,1
trifling,1
banquet,1
een,1
fay,1
waxes,1
tiberio,1
petruchio,1
follows,1
sprung,1
unknown,1
prodigious,1
learnd,1
dancd,1
strangers,1
deathbed,1
gapes,1
groand,1
belovd,1
bewitched,1
charm,1
complain,1
bait,1
hooks,1
access,1
breathe,1
vows,1
beloved,1
anywhere,1
tempering,1
extremities,1
extreme,1
adjoining,1
forward,1
centre,1
climbs,1
leaps,1
leapd,1
humours,1
sigh,1
gossip,1
nickname,1
purblind,1
abraham,1
cophetua,1
beggarmaid,1
heareth,1
stirreth,1
moveth,1
ape,1
rosalines,1
forehead,1
lip,1
quivering,1
thigh,1
adjacent,1
twould,1
circle,1
letting,1
conjurd,1
invocation,1
trees,1
consorted,1
humorous,1
befits,1
medlar,1
fruit,1
medlars,1
openarse,1
poperin,1
pear,1
trucklebed,1
fieldbed,1
jests,1
scars,1
appears,1
breaks,1
fairest,1
twinkle,1
spheres,1
brightness,1
lamp,1
region,1
stream,1
leans,1
glove,1
angel,1
glorious,1
winged,1
whiteupturned,1
wondering,1
bestrides,1
lazypuffing,1
sails,1
refuse,1
rose,1
smell,1
calld,1
retain,1
perfection,1
owes,1
title,1
doff,1
