,Word,romeoandjuliet,greatgatsby,mobydick,querybook
6659,generalized,0.0,1.0,0.0,0.0
6660,evasions,0.0,1.0,0.0,0.0
6661,deserves,0.0,1.0,3.0,0.0
6662,stories,0.0,1.0,7.0,0.0
6663,flavoured,0.0,1.0,0.0,0.0
6664,retribution,0.0,1.0,3.0,0.0
6665,westall,0.0,1.0,0.0,0.0
6666,sidewaysand,0.0,1.0,0.0,0.0
6667,bothered,0.0,1.0,0.0,0.0
6668,san,0.0,1.0,0.0,0.0
6669,francisco,0.0,1.0,0.0,10.0
6670,extinction,0.0,1.0,2.0,0.0
6671,pulling,0.0,1.0,24.0,0.0
6672,otherwise,0.0,1.0,26.0,3.0
6673,rajah,0.0,1.0,0.0,0.0
6674,capitals,0.0,1.0,2.0,0.0
6675,europeparis,0.0,1.0,0.0,0.0
6676,venice,0.0,1.0,2.0,0.0
6677,romecollecting,0.0,1.0,0.0,0.0
6678,managed,0.0,1.0,1.0,0.0
6679,restrain,0.0,1.0,2.0,0.0
6680,threadbare,0.0,1.0,0.0,0.0
6681,evoked,0.0,1.0,0.0,0.0
6682,image,0.0,1.0,11.0,4.0
6683,turbaned,0.0,1.0,1.0,0.0
6684,sawdust,0.0,1.0,0.0,0.0
6685,pore,0.0,1.0,1.0,0.0
6686,tiger,0.0,1.0,6.0,0.0
6687,bois,0.0,1.0,0.0,0.0
6688,boulogne,0.0,1.0,0.0,0.0
6689,remains,0.0,1.0,24.0,3.0
6690,machinegun,0.0,1.0,0.0,0.0
6691,battalion,0.0,1.0,0.0,0.0
6692,gap,0.0,1.0,1.0,0.0
6693,sixteen,0.0,1.0,7.0,1.0
6694,lewis,0.0,1.0,0.0,0.0
6695,guns,0.0,1.0,4.0,0.0
6696,insignia,0.0,1.0,0.0,0.0
6697,divisions,0.0,1.0,1.0,0.0
6698,piles,0.0,1.0,1.0,0.0
6699,promoted,0.0,1.0,0.0,0.0
6700,decorationeven,0.0,1.0,0.0,0.0
6701,adriatic,0.0,1.0,0.0,0.0
6702,themwith,0.0,1.0,0.0,0.0
6703,comprehended,0.0,1.0,4.0,0.0
6704,sympathized,0.0,1.0,0.0,0.0
6705,montenegrin,0.0,1.0,0.0,0.0
6706,appreciated,0.0,1.0,0.0,0.0
6707,incredulity,0.0,1.0,2.0,0.0
6708,fascination,0.0,1.0,0.0,0.0
6709,skimming,0.0,1.0,1.0,0.0
6710,slung,0.0,1.0,1.0,0.0
6711,ribbon,0.0,1.0,0.0,0.0
6712,authentic,0.0,1.0,2.0,0.0
6713,orderi,0.0,1.0,0.0,0.0
6714,di,0.0,1.0,0.0,0.0
6715,danilo,0.0,1.0,0.0,0.0
6716,legend,0.0,1.0,2.0,0.0
6717,nicolas,0.0,1.0,0.0,0.0
6718,rex,0.0,1.0,1.0,0.0
6719,souvenir,0.0,1.0,0.0,0.0
6720,trinity,0.0,1.0,2.0,0.0
6721,quadthe,0.0,1.0,0.0,0.0
6722,doncaster,0.0,1.0,0.0,0.0
6723,blazers,0.0,1.0,0.0,0.0
6724,archway,0.0,1.0,0.0,0.0
6725,spires,0.0,1.0,5.0,0.0
6726,youngerwith,0.0,1.0,0.0,0.0
6727,cricket,0.0,1.0,1.0,0.0
6728,bat,0.0,1.0,0.0,2.0
6729,flaming,0.0,1.0,5.0,2.0
6730,grand,0.0,1.0,52.0,1.0
6731,canal,0.0,1.0,13.0,0.0
6732,chest,0.0,1.0,25.0,0.0
6733,crimsonlighted,0.0,1.0,0.0,0.0
6734,depths,0.0,1.0,10.0,0.0
6735,gnawings,0.0,1.0,0.0,0.0
6736,pocketing,0.0,1.0,1.0,0.0
6737,souvenirs,0.0,1.0,0.0,0.0
6738,consented,0.0,1.0,0.0,0.0
6739,faintest,0.0,1.0,2.0,0.0
6740,overpopulated,0.0,1.0,0.0,0.0
6741,correctness,0.0,1.0,0.0,0.0
6742,neared,0.0,1.0,5.0,0.0
6743,redbelted,0.0,1.0,0.0,0.0
6744,oceangoing,0.0,1.0,0.0,0.0
6745,ships,0.0,1.0,152.0,0.0
6746,cobbled,0.0,1.0,0.0,0.0
6747,slum,0.0,1.0,0.0,0.0
6748,undeserted,0.0,1.0,0.0,0.0
6749,saloons,0.0,1.0,0.0,0.0
6750,fadedgilt,0.0,1.0,0.0,0.0
6751,nineteenhundreds,0.0,1.0,0.0,0.0
6752,panting,0.0,1.0,4.0,0.0
6753,fenders,0.0,1.0,0.0,0.0
6754,scattered,0.0,1.0,9.0,0.0
6755,astoriaonly,0.0,1.0,0.0,0.0
6756,pillars,0.0,1.0,1.0,0.0
6757,jugjugspat,0.0,1.0,0.0,0.0
6758,frantic,0.0,1.0,15.0,0.0
6759,tipping,0.0,1.0,1.0,0.0
6760,commissioner,0.0,1.0,0.0,0.0
6761,heaps,0.0,1.0,5.0,0.0
6762,sugar,0.0,1.0,0.0,1.0
6763,lumps,0.0,1.0,2.0,0.0
6764,nonolfactory,0.0,1.0,0.0,0.0
6765,queensboro,0.0,1.0,0.0,0.0
6766,heaped,0.0,1.0,2.0,0.0
6767,blooms,0.0,1.0,0.0,0.0
6768,southeastern,0.0,1.0,0.0,0.0
6769,sombre,0.0,1.0,0.0,0.0
6770,blackwells,0.0,1.0,0.0,0.0
6771,modish,0.0,1.0,0.0,0.0
6772,negroes,0.0,1.0,1.0,0.0
6773,bucks,0.0,1.0,1.0,0.0
6774,yolks,0.0,1.0,0.0,0.0
6775,eyeballs,0.0,1.0,1.0,0.0
6776,rivalry,0.0,1.0,0.0,0.0
6777,wellfanned,0.0,1.0,0.0,0.0
6778,fortysecond,0.0,1.0,0.0,0.0
6779,blinking,0.0,1.0,0.0,0.0
6780,anteroom,0.0,1.0,0.0,0.0
6781,flatnosed,0.0,1.0,0.0,0.0
6782,jew,0.0,1.0,1.0,0.0
6783,growths,0.0,1.0,0.0,0.0
6784,luxuriated,0.0,1.0,0.0,0.0
6785,nostril,0.0,1.0,2.0,0.0
6786,halfdarkness,0.0,1.0,0.0,0.0
6787,addressing,0.0,1.0,4.0,0.0
6788,expressive,0.0,1.0,3.0,0.0
6789,somnambulatory,0.0,1.0,0.0,0.0
6790,abstraction,0.0,1.0,1.0,0.0
6791,presbyterian,0.0,1.0,3.0,0.0
6792,nymphs,0.0,1.0,0.0,0.0
6793,smallyes,0.0,1.0,0.0,0.0
6794,brooded,0.0,1.0,0.0,0.0
6795,rosenthal,0.0,1.0,0.0,0.0
6796,bastards,0.0,1.0,0.0,0.0
6797,belly,0.0,1.0,8.0,0.0
6798,electrocuted,0.0,1.0,0.0,0.0
6799,becker,0.0,1.0,0.0,0.0
6800,juxtaposition,0.0,1.0,0.0,0.0
6801,startling,0.0,1.0,3.0,0.0
6802,succulent,0.0,1.0,0.0,0.0
6803,hash,0.0,1.0,0.0,0.0
6804,atmosphere,0.0,1.0,5.0,0.0
6805,delicacy,0.0,1.0,7.0,0.0
6806,roved,0.0,1.0,0.0,0.0
6807,roomhe,0.0,1.0,0.0,0.0
6808,completed,0.0,1.0,6.0,0.0
6809,arc,0.0,1.0,2.0,0.0
6810,inspect,0.0,1.0,0.0,0.0
6811,mysteries,0.0,1.0,5.0,0.0
6812,frankly,0.0,1.0,3.0,2.0
6813,underhand,0.0,1.0,0.0,0.0
6814,sportswoman,0.0,1.0,0.0,0.0
6815,colleges,0.0,1.0,1.0,0.0
6816,gratified,0.0,1.0,0.0,0.0
6817,introduce,0.0,1.0,0.0,0.0
6818,composed,0.0,1.0,3.0,0.0
6819,ivory,0.0,1.0,50.0,0.0
6820,finest,0.0,1.0,6.0,0.0
6821,specimens,0.0,1.0,3.0,0.0
6822,molars,0.0,1.0,0.0,0.0
6823,inspected,0.0,1.0,0.0,0.0
6824,sleeves,0.0,1.0,5.0,0.0
6825,instinctive,0.0,1.0,1.0,0.0
6826,outstay,0.0,1.0,0.0,0.0
6827,supplied,0.0,1.0,10.0,0.0
6828,imaginary,0.0,1.0,2.0,0.0
6829,noun,0.0,1.0,0.0,0.0
6830,impose,0.0,1.0,0.0,0.0
6831,offend,0.0,1.0,0.0,1.0
6832,yorka,0.0,1.0,0.0,0.0
6833,denizen,0.0,1.0,1.0,0.0
6834,actor,0.0,1.0,0.0,3.0
6835,dentist,0.0,1.0,0.0,0.0
6836,gambler,0.0,1.0,0.0,0.0
6837,staggered,0.0,1.0,3.0,0.0
6838,million,0.0,1.0,2.0,1.0
6839,peoplewith,0.0,1.0,0.0,0.0
6840,singlemindedness,0.0,1.0,0.0,0.0
6841,burglar,0.0,1.0,3.0,0.0
6842,blowing,0.0,1.0,6.0,0.0
6843,smart,0.0,1.0,2.0,1.0
6844,paying,0.0,1.0,3.0,0.0
6845,check,0.0,1.0,1.0,0.0
6846,whereve,0.0,1.0,0.0,0.0
6847,howve,0.0,1.0,0.0,0.0
6848,teagarden,0.0,1.0,0.0,0.0
6849,happier,0.0,1.0,2.0,0.0
6850,rubber,0.0,1.0,0.0,0.0
6851,knobs,0.0,1.0,1.0,0.0
6852,plaid,0.0,1.0,1.0,0.0
6853,skirt,0.0,1.0,0.0,0.0
6854,tuttuttuttut,0.0,1.0,0.0,0.0
6855,disapproving,0.0,1.0,0.0,0.0
6856,fays,0.0,1.0,0.0,0.0
6857,monopolizing,0.0,1.0,0.0,0.0
6858,anyways,0.0,1.0,1.0,0.0
6859,kerb,0.0,1.0,0.0,0.0
6860,bandages,0.0,1.0,1.0,0.0
6861,yearseven,0.0,1.0,0.0,0.0
6862,beaux,0.0,1.0,0.0,0.0
6863,tournaments,0.0,1.0,0.0,0.0
6864,crowdwhen,0.0,1.0,0.0,0.0
6865,circulating,0.0,1.0,1.0,0.0
6866,herhow,0.0,1.0,0.0,0.0
6867,packing,0.0,1.0,0.0,1.0
6868,soldier,0.0,1.0,0.0,2.0
6869,effectually,0.0,1.0,3.0,0.0
6870,flatfooted,0.0,1.0,0.0,0.0
6871,shortsighted,0.0,1.0,1.0,0.0
6872,dbut,0.0,1.0,0.0,0.0
6873,february,0.0,1.0,0.0,0.0
6874,presumably,0.0,1.0,0.0,0.0
6875,orleans,0.0,1.0,1.0,0.0
6876,pomp,0.0,1.0,1.0,1.0
6877,hired,0.0,1.0,1.0,0.0
6878,muhlbach,0.0,1.0,0.0,0.0
6879,valued,0.0,1.0,0.0,0.0
6880,bridesmaid,0.0,1.0,0.0,0.0
6881,dressand,0.0,1.0,0.0,0.0
6882,monkey,0.0,1.0,8.0,0.0
6883,sauterne,0.0,1.0,0.0,0.0
6884,gratulate,0.0,1.0,0.0,0.0
6885,enjoy,0.0,1.0,5.0,0.0
6886,dearies,0.0,1.0,0.0,0.0
6887,wastebasket,0.0,1.0,0.0,0.0
6888,whoever,0.0,1.0,5.0,0.0
6889,cryshe,0.0,1.0,0.0,0.0
6890,tub,0.0,1.0,12.0,0.0
6891,soapdish,0.0,1.0,0.0,0.0
6892,ammonia,0.0,1.0,0.0,0.0
6893,hooked,0.0,1.0,4.0,0.0
6894,shiver,0.0,1.0,3.0,0.0
6895,seas,0.0,1.0,84.0,1.0
6896,uneasily,0.0,1.0,0.0,0.0
6897,abstracted,0.0,1.0,1.0,0.0
6898,rubbing,0.0,1.0,4.0,0.0
6899,unfathomable,0.0,1.0,3.0,0.0
6900,togetherit,0.0,1.0,0.0,0.0
6901,ventura,0.0,1.0,0.0,0.0
6902,brokenshe,0.0,1.0,0.0,0.0
6903,cannes,0.0,1.0,0.0,0.0
6904,deauville,0.0,1.0,0.0,0.0
6905,settle,0.0,1.0,8.0,0.0
6906,harddrinking,0.0,1.0,0.0,0.0
6907,irregularity,0.0,1.0,1.0,0.0
6908,amour,0.0,1.0,0.0,0.0
6909,alland,0.0,1.0,1.0,0.0
6910,youdo,0.0,1.0,0.0,0.0
6911,rememberif,0.0,1.0,0.0,0.0
6912,himi,0.0,1.0,0.0,0.0
6913,asleepshe,0.0,1.0,0.0,0.0
6914,victoria,0.0,1.0,0.0,0.0
6915,movie,0.0,1.0,0.0,0.0
6916,fifties,0.0,1.0,1.0,0.0
6917,sheik,0.0,1.0,0.0,0.0
6918,araby,0.0,1.0,0.0,0.0
6919,belongs,0.0,1.0,8.0,0.0
6920,creep,0.0,1.0,0.0,1.0
6921,aspired,0.0,1.0,0.0,0.0
6922,delivered,0.0,1.0,2.0,1.0
6923,dispensed,0.0,1.0,1.0,0.0
6924,starlight,0.0,1.0,2.0,0.0
6925,mothsso,0.0,1.0,0.0,0.0
6926,wander,0.0,1.0,1.0,0.0
6927,abandon,0.0,1.0,3.0,0.0
6928,dipped,0.0,1.0,3.0,0.0
6929,dealt,0.0,1.0,0.0,1.0
6930,heady,0.0,1.0,0.0,0.0
6931,faade,0.0,1.0,0.0,0.0
6932,fiftyninth,0.0,1.0,0.0,0.0
6933,delicate,0.0,1.0,7.0,2.0
6934,disembodied,0.0,1.0,0.0,0.0
6935,cornices,0.0,1.0,0.0,0.0
6936,blinding,0.0,1.0,6.0,0.0
6937,tightening,0.0,1.0,0.0,0.0
6938,peninsula,0.0,1.0,2.0,0.0
6939,elongating,0.0,1.0,0.0,0.0
6940,glints,0.0,1.0,0.0,0.0
6941,roadside,0.0,1.0,1.0,0.0
6942,rout,0.0,1.0,1.0,0.0
6943,hideandgoseek,0.0,1.0,0.0,0.0
6944,sardinesinthebox,0.0,1.0,0.0,0.0
6945,plunge,0.0,1.0,3.0,1.0
6946,suppressed,0.0,1.0,1.0,0.0
6947,grassthere,0.0,1.0,0.0,0.0
6948,darker,0.0,1.0,6.0,0.0
6949,wellkept,0.0,1.0,0.0,0.0
6950,expanse,0.0,1.0,2.0,0.0
6951,uncertainly,0.0,1.0,0.0,0.0
6952,beginnings,0.0,1.0,0.0,0.0
6953,thoughtwhy,0.0,1.0,0.0,0.0
6954,confidently,0.0,1.0,2.0,0.0
6955,myyou,0.0,1.0,0.0,0.0
6956,muchyoure,0.0,1.0,0.0,0.0
6957,confidential,0.0,1.0,9.0,0.0
6958,crises,0.0,1.0,0.0,0.0
6959,tactlessly,0.0,1.0,0.0,0.0
6960,rendered,0.0,1.0,1.0,0.0
6961,shying,0.0,1.0,0.0,0.0
6962,hoping,0.0,1.0,0.0,0.0
6963,responsive,0.0,1.0,0.0,1.0
6964,lightheaded,0.0,1.0,0.0,0.0
6965,blazed,0.0,1.0,1.0,0.0
6966,gaudily,0.0,1.0,0.0,0.0
6967,raincoat,0.0,1.0,0.0,0.0
6968,dragging,0.0,1.0,7.0,1.0
6969,lawnmower,0.0,1.0,0.0,0.0
6970,alleys,0.0,1.0,1.0,1.0
6971,unnecessary,0.0,1.0,6.0,0.0
6972,greenhouse,0.0,1.0,0.0,0.0
6973,receptacles,0.0,1.0,0.0,0.0
6974,contain,0.0,1.0,5.0,0.0
6975,goldcoloured,0.0,1.0,0.0,0.0
6976,tie,0.0,1.0,1.0,0.0
6977,sleeplessness,0.0,1.0,1.0,0.0
6978,judging,0.0,1.0,1.0,0.0
6979,journal,0.0,1.0,0.0,0.0
6980,ofof,0.0,1.0,0.0,0.0
6981,reproachfully,0.0,1.0,1.0,0.0
6982,lemon,0.0,1.0,0.0,0.0
6983,delicatessen,0.0,1.0,0.0,0.0
6984,cooled,0.0,1.0,2.0,0.0
6985,occasional,0.0,1.0,9.0,0.0
6986,swam,0.0,1.0,19.0,0.0
6987,vacant,0.0,1.0,5.0,0.0
6988,clays,0.0,1.0,0.0,0.0
6989,economics,0.0,1.0,0.0,0.0
6990,bleared,0.0,1.0,0.0,0.0
6991,alarming,0.0,1.0,0.0,0.0
6992,happenings,0.0,1.0,0.0,0.0
6993,elsewhere,0.0,1.0,12.0,0.0
6994,lane,0.0,1.0,0.0,0.0
6995,harrowed,0.0,1.0,0.0,0.0
6996,dripping,0.0,1.0,7.0,0.0
6997,lilactrees,0.0,1.0,0.0,0.0
6998,sideways,0.0,1.0,29.0,0.0
6999,threecornered,0.0,1.0,0.0,0.0
7000,exhilarating,0.0,1.0,2.0,0.0
7001,ripple,0.0,1.0,2.0,0.0
7002,tonic,0.0,1.0,1.0,0.0
7003,streak,0.0,1.0,0.0,0.0
7004,paint,0.0,1.0,5.0,1.0
7005,castle,0.0,1.0,3.0,15.0
7006,rackrent,0.0,1.0,0.0,0.0
7007,deserted,0.0,1.0,5.0,0.0
7008,weights,0.0,1.0,0.0,0.0
7009,puddle,0.0,1.0,0.0,0.0
7010,glaring,0.0,1.0,2.0,0.0
7011,stalked,0.0,1.0,2.0,0.0
7012,awfully,0.0,1.0,0.0,0.0
7013,endured,0.0,1.0,0.0,0.0
7014,reclining,0.0,1.0,5.0,0.0
7015,boredom,0.0,1.0,0.0,0.0
7016,defunct,0.0,1.0,1.0,0.0
7017,tilt,0.0,1.0,1.0,0.0
7018,dangerously,0.0,1.0,0.0,0.0
7019,tropical,0.0,1.0,4.0,0.0
7020,muster,0.0,1.0,3.0,0.0
7021,commonplace,0.0,1.0,0.0,0.0
7022,idiotically,0.0,1.0,0.0,0.0
7023,matteroffact,0.0,1.0,1.0,0.0
7024,automatic,0.0,1.0,0.0,0.0
7025,demoniac,0.0,1.0,3.0,0.0
7026,amid,0.0,1.0,16.0,0.0
7027,conscientiously,0.0,1.0,1.0,0.0
7028,calmness,0.0,1.0,2.0,0.0
7029,alarm,0.0,1.0,8.0,1.0
7030,unforgettable,0.0,1.0,0.0,0.0
7031,reproach,0.0,1.0,1.0,0.0
7032,cautiously,0.0,1.0,2.0,0.0
7033,wayjust,0.0,1.0,0.0,0.0
7034,circuit,0.0,1.0,1.0,0.0
7035,knotted,0.0,1.0,5.0,1.0
7036,fabric,0.0,1.0,2.0,0.0
7037,irregular,0.0,1.0,6.0,0.0
7038,wellshaved,0.0,1.0,0.0,0.0
7039,abounded,0.0,1.0,1.0,0.0
7040,muddy,0.0,1.0,0.0,1.0
7041,prehistoric,0.0,1.0,0.0,0.0
7042,kant,0.0,1.0,0.0,0.0
7043,steeple,0.0,1.0,1.0,0.0
7044,craze,0.0,1.0,0.0,0.0
7045,taxes,0.0,1.0,0.0,0.0
7046,neighbouring,0.0,1.0,0.0,0.0
7047,cottages,0.0,1.0,0.0,0.0
7048,owners,0.0,1.0,18.0,0.0
7049,thatched,0.0,1.0,0.0,0.0
7050,refusal,0.0,1.0,0.0,0.0
7051,familyhe,0.0,1.0,0.0,0.0
7052,decline,0.0,1.0,3.0,1.0
7053,serfs,0.0,1.0,1.0,0.0
7054,obstinate,0.0,1.0,2.0,1.0
7055,peasantry,0.0,1.0,0.0,0.0
7056,shone,0.0,1.0,2.0,0.0
7057,grocers,0.0,1.0,1.0,0.0
7058,rounded,0.0,1.0,5.0,0.0
7059,dinneri,0.0,1.0,0.0,0.0
7060,spoonful,0.0,1.0,0.0,0.0
7061,spat,0.0,1.0,3.0,0.0
7062,meditatively,0.0,1.0,0.0,0.0
7063,swelling,0.0,1.0,3.0,0.0
7064,gusts,0.0,1.0,0.0,0.0
7065,inafter,0.0,1.0,0.0,0.0
7066,stovebut,0.0,1.0,0.0,0.0
7067,vestige,0.0,1.0,1.0,0.0
7068,smeared,0.0,1.0,0.0,0.0
7069,confounding,0.0,1.0,1.0,0.0
7070,exultation,0.0,1.0,1.0,0.0
7071,wellbeing,0.0,1.0,0.0,0.0
7072,radiated,0.0,1.0,0.0,0.0
7073,twinklebells,0.0,1.0,0.0,0.0
7074,recurrent,0.0,1.0,0.0,0.0
7075,grieving,0.0,1.0,0.0,0.0
7076,facetoo,0.0,1.0,0.0,0.0
7077,humiliation,0.0,1.0,2.0,0.0
7078,towelswhile,0.0,1.0,0.0,0.0
7079,catches,0.0,1.0,2.0,0.0
7080,arched,0.0,1.0,8.0,0.0
7081,earn,0.0,1.0,0.0,0.0
7082,panicthe,0.0,1.0,0.0,0.0
7083,drug,0.0,1.0,1.0,0.0
7084,proposed,0.0,1.0,3.0,0.0
7085,rows,0.0,1.0,9.0,0.0
7086,gleamed,0.0,1.0,4.0,0.0
7087,postern,0.0,1.0,0.0,0.0
7088,enchanting,0.0,1.0,1.0,0.0
7089,murmurs,0.0,1.0,0.0,0.0
7090,aspect,0.0,1.0,37.0,1.0
7091,feudal,0.0,1.0,0.0,0.0
7092,jonquils,0.0,1.0,0.0,0.0
7093,frothy,0.0,1.0,0.0,0.0
7094,hawthorn,0.0,1.0,0.0,0.0
7095,plum,0.0,1.0,0.0,0.0
7096,blossoms,0.0,1.0,1.0,1.0
7097,kissmeatthegate,0.0,1.0,0.0,0.0
7098,marie,0.0,1.0,0.0,0.0
7099,antoinette,0.0,1.0,0.0,0.0
7100,musicrooms,0.0,1.0,0.0,0.0
7101,merton,0.0,1.0,0.0,0.0
7102,swathed,0.0,1.0,1.0,0.0
7103,dressingrooms,0.0,1.0,0.0,0.0
7104,poolrooms,0.0,1.0,0.0,0.0
7105,bathsintruding,0.0,1.0,0.0,0.0
7106,dishevelled,0.0,1.0,0.0,0.0
7107,pyjamas,0.0,1.0,0.0,0.0
7108,exercises,0.0,1.0,1.0,1.0
7109,boarder,0.0,1.0,0.0,0.0
7110,wandering,0.0,1.0,2.0,0.0
7111,hungrily,0.0,1.0,0.0,0.0
7112,adams,0.0,1.0,1.0,1.0
7113,chartreuse,0.0,1.0,0.0,0.0
7114,cupboard,0.0,1.0,0.0,0.0
7115,revalued,0.0,1.0,0.0,0.0
7116,response,0.0,1.0,2.0,0.0
7117,wellloved,0.0,1.0,0.0,0.0
7118,dazed,0.0,1.0,1.0,0.0
7119,astounding,0.0,1.0,0.0,0.0
7120,toppled,0.0,1.0,0.0,0.0
7121,allexcept,0.0,1.0,0.0,0.0
7122,dresser,0.0,1.0,0.0,0.0
7123,toilet,0.0,1.0,2.0,0.0
7124,brush,0.0,1.0,1.0,0.0
7125,smoothed,0.0,1.0,1.0,0.0
7126,shaded,0.0,1.0,3.0,0.0
7127,funniest,0.0,1.0,0.0,0.0
7128,cantwhen,0.0,1.0,0.0,0.0
7129,states,0.0,1.0,6.0,0.0
7130,entering,0.0,1.0,8.0,0.0
7131,unreasoning,0.0,1.0,3.0,0.0
7132,consumed,0.0,1.0,5.0,0.0
7133,dreamed,0.0,1.0,3.0,0.0
7134,inconceivable,0.0,1.0,0.0,0.0
7135,overwound,0.0,1.0,0.0,0.0
7136,recovering,0.0,1.0,0.0,0.0
7137,cabinets,0.0,1.0,1.0,0.0
7138,dressinggowns,0.0,1.0,0.0,0.0
7139,piled,0.0,1.0,13.0,0.0
7140,bricks,0.0,1.0,1.0,0.0
7141,stacks,0.0,1.0,2.0,0.0
7142,buys,0.0,1.0,0.0,1.0
7143,selection,0.0,1.0,3.0,0.0
7144,pile,0.0,1.0,7.0,1.0
7145,disarray,0.0,1.0,0.0,0.0
7146,heap,0.0,1.0,4.0,0.0
7147,highershirts,0.0,1.0,0.0,0.0
7148,stripes,0.0,1.0,0.0,0.0
7149,scrolls,0.0,1.0,1.0,0.0
7150,plaids,0.0,1.0,0.0,0.0
7151,coral,0.0,1.0,7.0,0.0
7152,applegreen,0.0,1.0,0.0,0.0
7153,orange,0.0,1.0,3.0,0.0
7154,monograms,0.0,1.0,0.0,0.0
7155,indian,0.0,1.0,50.0,0.0
7156,stormily,0.0,1.0,0.0,0.0
7157,sobbed,0.0,1.0,0.0,0.0
7158,suchsuch,0.0,1.0,0.0,0.0
7159,grounds,0.0,1.0,10.0,1.0
7160,flowersbut,0.0,1.0,0.0,0.0
7161,compared,0.0,1.0,8.0,0.0
7162,elderly,0.0,1.0,1.0,0.0
7163,bureaugatsby,0.0,1.0,0.0,0.0
7164,defiantlytaken,0.0,1.0,0.0,0.0
7165,adore,0.0,1.0,0.0,0.0
7166,pompadour,0.0,1.0,0.0,0.0
7167,pompadouror,0.0,1.0,0.0,0.0
7168,clippingsabout,0.0,1.0,0.0,0.0
7169,billow,0.0,1.0,4.0,0.0
7170,foamy,0.0,1.0,1.0,0.0
7171,satisfactorily,0.0,1.0,1.0,0.0
7172,accompanied,0.0,1.0,6.0,0.0
7173,shellrimmed,0.0,1.0,0.0,0.0
7174,scanty,0.0,1.0,0.0,0.0
7175,decently,0.0,1.0,3.0,0.0
7176,clothed,0.0,1.0,4.0,0.0
7177,sneakers,0.0,1.0,0.0,0.0
7178,nebulous,0.0,1.0,0.0,0.0
7179,hue,0.0,1.0,14.0,1.0
7180,spasm,0.0,1.0,0.0,0.0
7181,donthardly,0.0,1.0,0.0,0.0
7182,switch,0.0,1.0,0.0,0.0
7183,bounced,0.0,1.0,1.0,0.0
7184,aint,0.0,1.0,23.0,0.0
7185,thunder,0.0,1.0,22.0,2.0
7186,mencarrying,0.0,1.0,0.0,0.0
7187,plunging,0.0,1.0,6.0,0.0
7188,generating,0.0,1.0,0.0,0.0
7189,nothings,0.0,1.0,1.0,1.0
7190,richer,0.0,1.0,2.0,2.0
7191,getchildren,0.0,1.0,0.0,0.0
7192,bewilderment,0.0,1.0,0.0,0.0
7193,dreamsnot,0.0,1.0,0.0,0.0
7194,illusion,0.0,1.0,0.0,1.0
7195,decking,0.0,1.0,0.0,0.0
7196,adjusted,0.0,1.0,0.0,0.0
7197,fluctuating,0.0,1.0,0.0,0.0
7198,feverish,0.0,1.0,1.0,0.0
7199,overdreamedthat,0.0,1.0,0.0,0.0
7200,deathless,0.0,1.0,0.0,0.0
7201,reporter,0.0,1.0,0.0,0.0
7202,whyany,0.0,1.0,0.0,0.0
7203,transpired,0.0,1.0,1.0,0.0
7204,reveal,0.0,1.0,4.0,1.0
7205,laudable,0.0,1.0,0.0,0.0
7206,random,0.0,1.0,4.0,0.0
7207,reporters,0.0,1.0,0.0,0.0
7208,notoriety,0.0,1.0,1.0,0.0
7209,authorities,0.0,1.0,5.0,1.0
7210,contemporary,0.0,1.0,4.0,0.0
7211,legends,0.0,1.0,1.0,0.0
7212,underground,0.0,1.0,1.0,0.0
7213,pipeline,0.0,1.0,0.0,0.0
7214,canada,0.0,1.0,2.0,0.0
7215,attached,0.0,1.0,21.0,0.0
7216,secretly,0.0,1.0,2.0,0.0
7217,dakota,0.0,1.0,0.0,0.0
7218,gatzthat,0.0,1.0,0.0,0.0
7219,legally,0.0,1.0,0.0,0.0
7220,seventeen,0.0,1.0,0.0,0.0
7221,specific,0.0,1.0,8.0,0.0
7222,witnessed,0.0,1.0,0.0,0.0
7223,careerwhen,0.0,1.0,0.0,0.0
7224,insidious,0.0,1.0,0.0,0.0
7225,pants,0.0,1.0,2.0,0.0
7226,rowboat,0.0,1.0,0.0,0.0
7227,shiftless,0.0,1.0,0.0,0.0
7228,unsuccessful,0.0,1.0,1.0,0.0
7229,peoplehis,0.0,1.0,0.0,0.0
7230,platonic,0.0,1.0,1.0,0.0
7231,goda,0.0,1.0,0.0,0.0
7232,thatand,0.0,1.0,1.0,0.0
7233,meretricious,0.0,1.0,0.0,0.0
7234,seventeenyearold,0.0,1.0,0.0,0.0
7235,clamdigger,0.0,1.0,0.0,0.0
7236,salmonfisher,0.0,1.0,0.0,0.0
7237,hardening,0.0,1.0,0.0,0.0
7238,halffierce,0.0,1.0,0.0,0.0
7239,halflazy,0.0,1.0,0.0,0.0
7240,bracing,0.0,1.0,4.0,0.0
7241,spoiled,0.0,1.0,4.0,0.0
7242,virgins,0.0,1.0,0.0,0.0
7243,ignorant,0.0,1.0,10.0,3.0
7244,hysterical,0.0,1.0,0.0,0.0
7245,selfabsorption,0.0,1.0,0.0,0.0
7246,riot,0.0,1.0,0.0,0.0
7247,conceits,0.0,1.0,4.0,0.0
7248,ineffable,0.0,1.0,3.0,0.0
7249,gaudiness,0.0,1.0,0.0,0.0
7250,spun,0.0,1.0,0.0,0.0
7251,ticked,0.0,1.0,0.0,0.0
7252,washstand,0.0,1.0,2.0,0.0
7253,soaked,0.0,1.0,3.0,0.0
7254,pattern,0.0,1.0,1.0,0.0
7255,fancies,0.0,1.0,3.0,0.0
